countryFrom,countryTo,value
ET,IN,0.00424
AE,CN,0.00547
MZ,PT,0.01568
CZ,NZ,0.00712
FI,SA,0.00515
GE,PL,0.01000
FR,TZ,0.00400
AE,CA,0.00689
KE,ZM,0.03608
BR,KE,0.00465
AR,RU,0.00385
ES,KE,0.00415
ES,TN,0.00553
CH,MW,0.00927
NZ,PT,0.00379
SE,SK,0.00756
CN,HR,0.00315
IN,UA,0.00271
PT,RS,0.00726
AT,PK,0.00514
CR,FR,0.00822
BY,PL,0.01290
CZ,KR,0.00267
NG,TH,0.01030
DK,GL,0.04354
KR,PH,0.00831
CM,IT,0.00506
AM,PL,0.01003
RS,RU,0.00722
CN,KE,0.00269
IL,RO,0.00600
FI,HR,0.00913
CH,HK,0.00410
FR,MW,0.00603
CZ,HR,0.01172
BG,JP,0.00385
AM,UK,0.00382
NI,US,0.00815
JP,SK,0.00470
FI,IR,0.00270
BD,KR,0.00550
CZ,UA,0.00817
AT,LT,0.01141
CR,UK,0.00595
MW,NL,0.00758
BR,IR,0.00150
BF,IT,0.00667
BR,CR,0.01182
CA,GH,0.00498
DK,GW,0.04034
SA,TH,0.00730
GR,SK,0.01126
HK,IL,0.00598
KR,PK,0.00309
UG,ZM,0.04149
CH,SN,0.00955
EG,PK,0.00887
GR,KR,0.00202
GR,HR,0.00863
PG,UK,0.00783
PT,SA,0.00329
BE,GH,0.00868
MX,NO,0.00450
MY,TR,0.00399
MY,YE,0.03511
IQ,US,0.00349
CG,CH,0.01404
IT,UG,0.00364
MN,US,0.00644
DE,PA,0.00885
IN,OM,0.00757
KE,NG,0.01333
CH,ML,0.01317
CZ,MX,0.00605
IR,KR,0.00135
BD,NP,0.03855
AT,LU,0.01131
IN,PE,0.00494
LV,SE,0.01329
NO,TR,0.00333
AM,NL,0.00618
SA,ZA,0.00519
EE,LT,0.03761
GA,NL,0.01295
DK,UA,0.00498
AE,SA,0.01877
IN,VN,0.00396
EG,KW,0.02561
BA,HR,0.04309
HR,HU,0.01151
IE,TR,0.00441
CH,RS,0.00562
BE,SK,0.00823
ES,TZ,0.00478
CH,LB,0.00728
KR,PT,0.00133
RS,SE,0.00614
NL,SD,0.00845
DE,EC,0.00636
AU,NP,0.00690
CU,FR,0.00517
MX,NZ,0.00614
AZ,TR,0.02477
RW,UK,0.00682
CZ,LT,0.01633
PT,TW,0.00228
MZ,ZA,0.02254
IS,JP,0.00507
BG,PT,0.00592
EE,IE,0.01346
FR,NG,0.00244
DK,SK,0.00868
AR,NZ,0.00672
GR,TW,0.00330
PE,ZA,0.01277
CO,SE,0.00546
CO,VE,0.03121
HR,RS,0.02170
NZ,RU,0.00343
CN,QA,0.00400
MY,PH,0.01643
NL,PH,0.00717
KR,TR,0.00170
EC,ES,0.01012
GA,UK,0.00709
FI,RO,0.00612
CR,DE,0.00587
BG,CA,0.00359
BG,IL,0.00734
CZ,EE,0.01303
BE,KH,0.01630
CH,NP,0.00788
FI,SG,0.00483
ES,ET,0.00459
BF,GH,0.04492
EE,PT,0.00676
GR,IR,0.00231
FR,NE,0.01275
AR,FI,0.00467
BY,IT,0.00587
TR,TW,0.00292
PT,SG,0.00322
CG,FR,0.00845
GM,KE,0.04016
CO,PE,0.02619
RO,RS,0.01560
IE,KR,0.00232
PT,TH,0.00348
GR,NZ,0.00464
JO,UK,0.00438
BE,CU,0.00962
HR,NO,0.00732
BE,SN,0.01071
CL,NO,0.00466
AU,KH,0.01013
BG,HU,0.01085
LT,LV,0.06502
LT,NO,0.01123
IE,RO,0.00751
AR,TW,0.00421
HR,IN,0.00312
FR,GE,0.00423
EG,SE,0.00319
KE,RW,0.04428
BR,SI,0.00383
KR,NZ,0.00239
ET,KE,0.01724
AU,ET,0.00425
BG,SE,0.00509
IR,ZA,0.00251
ID,SG,0.01318
BR,HK,0.00328
ES,LB,0.00559
NZ,PL,0.00334
FI,TH,0.00482
CZ,ZA,0.00461
EG,KR,0.00257
AU,FJ,0.02044
HU,MX,0.00547
IT,LV,0.00711
PT,TN,0.00595
FI,RS,0.00849
KR,ZA,0.00188
JO,SA,0.01838
LV,PL,0.01351
BF,ML,0.08191
AE,FR,0.00488
FI,SK,0.00926
LT,PT,0.00761
PA,UK,0.00679
BG,IN,0.00308
AU,LU,0.00561
ID,PH,0.03621
GH,UG,0.02309
MA,UK,0.00223
AT,SA,0.00335
DK,RS,0.00677
FR,ZW,0.00623
IT,NG,0.00219
BE,IS,0.00833
CM,SN,0.04299
CH,LT,0.00647
CA,VE,0.00487
CA,LU,0.00480
BE,NP,0.00922
AF,US,0.00659
EE,LV,0.05033
MY,SD,0.01654
BG,BR,0.00432
KZ,RU,0.01320
EG,TR,0.00439
LT,RU,0.00774
AR,CZ,0.00536
CA,SK,0.00382
FR,GM,0.00691
JP,NP,0.00477
SG,ZA,0.00466
US,UZ,0.00305
AE,NL,0.00610
GH,IN,0.00377
RO,SI,0.01077
PT,SK,0.00615
BA,RS,0.04063
UG,ZW,0.03784
DE,UY,0.00401
IT,UZ,0.00647
BW,ZA,0.02512
BE,MY,0.00265
AE,EG,0.01848
SG,VN,0.01110
DK,LU,0.00900
BO,BR,0.01375
MX,MY,0.00435
BG,RO,0.01282
VN,ZA,0.00893
CA,CU,0.00482
ET,IT,0.00303
AU,IS,0.00514
CL,KR,0.00229
GR,SG,0.00405
NZ,TH,0.00604
DK,VN,0.00643
NO,SK,0.00833
TH,UG,0.01069
BF,CI,0.08549
RO,SK,0.01519
HR,IE,0.00885
MX,UY,0.01555
NA,ZA,0.03203
AM,JP,0.00403
CH,CY,0.00720
FR,LV,0.00637
TR,ZA,0.00303
EG,IR,0.00305
AR,KR,0.00213
AR,HU,0.00549
BE,CY,0.00940
CN,GH,0.00303
CM,KE,0.01927
EG,GR,0.00444
ID,SE,0.00543
BG,TR,0.00659
PH,TW,0.01099
MY,PT,0.00232
BE,EC,0.01278
TH,TZ,0.01123
MY,VN,0.00895
AR,AT,0.00339
BG,FI,0.00715
CZ,RS,0.00999
DO,US,0.00700
BR,PA,0.01233
EE,GR,0.00825
SA,TW,0.00339
BD,ZA,0.00843
DE,JO,0.00401
MG,UK,0.00593
RU,SI,0.00405
HU,ZA,0.00432
ID,KE,0.01669
CN,LU,0.00348
CO,EC,0.03898
HU,UA,0.00641
OM,UK,0.00406
HU,LT,0.01377
EC,PE,0.05232
NO,TW,0.00255
HR,ZA,0.00734
LA,UK,0.00923
DE,SY,0.00637
BG,DK,0.00569
MX,TR,0.00331
AR,CU,0.01455
AE,AU,0.00573
IN,TZ,0.00299
BE,PK,0.00332
GH,MW,0.03424
IT,TZ,0.00282
CL,VE,0.01484
QA,SA,0.01166
RU,TH,0.00289
NP,SE,0.00683
BE,LB,0.00718
ES,UG,0.00344
BD,IT,0.00293
EE,SI,0.01627
KE,SD,0.02583
CZ,TW,0.00332
ML,SN,0.07077
HN,US,0.00850
TR,UA,0.00423
ET,FR,0.00278
BR,HR,0.00366
CA,ID,0.00342
IN,LY,0.00795
AU,SN,0.00588
BR,NG,0.00279
IR,PL,0.00143
BE,ZM,0.00937
MM,TH,0.04324
NZ,TW,0.00354
CH,ZW,0.00829
MY,ZA,0.00353
MW,UG,0.02659
CG,UK,0.00511
GM,NL,0.00810
IN,SI,0.00222
PR,UK,0.00541
BD,CN,0.00241
KE,ML,0.03256
DZ,US,0.00194
BF,CM,0.03777
AT,IS,0.00786
CF,FR,0.01529
BD,VN,0.01884
DK,IR,0.00151
AO,PT,0.02151
AR,TR,0.00340
MX,PK,0.00511
MW,TZ,0.02703
ES,LV,0.00760
DK,ET,0.00570
HU,RS,0.00958
FI,HK,0.00480
CU,NL,0.00498
NO,SG,0.00355
EG,PT,0.00279
BE,HK,0.00364
IR,NZ,0.00252
NO,UA,0.00424
RW,UG,0.04320
BG,IE,0.00840
IN,UG,0.00267
HR,TR,0.00574
PL,TH,0.00302
DK,PK,0.00337
JP,TZ,0.00278
IE,UA,0.00574
KW,SA,0.01579
AE,IT,0.00429
HK,TH,0.00689
AU,CM,0.00418
NL,QA,0.00428
CH,MZ,0.00860
BE,BJ,0.01150
LB,SA,0.01124
RW,ZA,0.01907
CL,TW,0.00354
KE,MZ,0.02975
SI,SK,0.01548
CA,MA,0.00275
AF,UK,0.00837
KH,VN,0.04210
NL,RW,0.00859
NL,NP,0.00501
AU,MZ,0.00734
BE,EG,0.00299
GH,JP,0.00319
DK,MY,0.00245
RS,TH,0.01015
CH,LK,0.00522
KE,NO,0.00502
BH,SA,0.02791
CL,NZ,0.00523
KE,PK,0.00771
AT,KE,0.00424
DK,HK,0.00368
CL,CZ,0.00474
CO,PT,0.00412
SI,TR,0.00470
CA,RS,0.00281
HR,PT,0.00397
SL,US,0.00608
CA,SN,0.00454
LA,TH,0.04182
PK,TH,0.00568
NO,ZW,0.01228
IL,RS,0.00574
LY,UK,0.00506
CL,UY,0.01551
IE,MX,0.00406
JP,LK,0.00350
NL,VE,0.00456
CA,ET,0.00275
JP,MN,0.00927
MX,UA,0.00516
CH,CU,0.00543
BW,UK,0.00536
BF,ZA,0.01211
PH,SG,0.01385
EE,IN,0.00296
AU,RS,0.00328
MX,RO,0.00547
RU,SG,0.00241
LB,NL,0.00426
IT,PH,0.00400
JP,KH,0.00623
ID,KR,0.00381
IS,TW,0.00813
NO,SA,0.00306
AM,IR,0.00556
LV,RU,0.00936
MZ,TZ,0.03502
KE,SN,0.02074
KE,NZ,0.00670
MX,TH,0.00449
LU,PL,0.00656
BE,MZ,0.01044
IL,LU,0.00757
SA,YE,0.02512
CA,PH,0.00413
AT,CO,0.00485
RU,UZ,0.00902
NP,TH,0.01391
DZ,ES,0.00475
EG,PL,0.00276
NG,TZ,0.01084
IE,TW,0.00291
DK,LV,0.01104
AR,GR,0.00329
GR,LT,0.00850
BR,UG,0.00336
MM,US,0.00475
GR,TH,0.00358
LA,US,0.00508
CA,NG,0.00181
FI,LU,0.00871
SN,ZA,0.01139
DE,NP,0.00292
TZ,ZM,0.02737
IE,SI,0.00635
EC,FR,0.00534
BR,TZ,0.00353
MA,PT,0.00411
KE,VN,0.01291
CY,PT,0.00667
CM,NG,0.01320
DE,MW,0.00287
JP,RS,0.00248
JP,MM,0.00987
AU,LT,0.00411
FI,LV,0.01296
BO,FR,0.00714
JM,UK,0.00523
JP,PE,0.00303
GM,ZA,0.01510
HU,NZ,0.00434
IE,MY,0.00346
CL,IE,0.00444
TT,UK,0.00633
BF,SE,0.00646
TT,US,0.00413
KE,ZW,0.02405
KR,SA,0.00156
EC,MX,0.01652
ES,NG,0.00208
TZ,ZW,0.03040
PE,TH,0.01114
CO,NZ,0.00765
CN,EE,0.00228
LV,NL,0.00645
BO,PE,0.05911
IN,QA,0.00313
PE,VE,0.02724
IR,MX,0.00198
AU,SB,0.02203
IN,VE,0.00346
ES,GE,0.00390
CH,TN,0.00366
CA,EC,0.00564
CL,HU,0.00464
SZ,US,0.00604
NO,RS,0.00563
AR,NO,0.00293
AM,CA,0.00322
HR,JP,0.00209
BD,ID,0.01713
AU,BG,0.00269
AM,KR,0.00397
DZ,UK,0.00248
BR,MZ,0.00726
PE,SE,0.00458
CA,TN,0.00257
NO,PK,0.00326
CH,KH,0.00801
RS,TR,0.00544
FI,GE,0.00738
EG,FI,0.00340
CA,UY,0.00402
IN,LU,0.00328
IE,SA,0.00370
MZ,SE,0.00809
RU,SA,0.00199
BF,BJ,0.05671
IE,RS,0.00762
ES,VN,0.00302
PK,PL,0.00257
MX,SA,0.00356
PK,PT,0.00234
CO,CR,0.02879
DE,TN,0.00181
BW,CA,0.00682
DZ,IT,0.00329
CY,PL,0.00678
BJ,CH,0.00730
CI,DE,0.00446
CU,PE,0.02565
CN,GE,0.00239
BD,KE,0.01151
IE,SG,0.00385
ES,PK,0.00167
AR,KE,0.00594
BE,DZ,0.00630
OM,SA,0.01349
CY,HU,0.01219
CL,CU,0.01172
BE,RW,0.01083
BE,NG,0.00287
KZ,PK,0.01974
CA,NP,0.00354
CA,RW,0.00607
CG,KE,0.02776
CA,KW,0.00423
EG,RU,0.00227
EG,LB,0.01105
PH,VN,0.02276
PK,RU,0.00228
ID,ZA,0.00688
BF,NL,0.00467
BR,RS,0.00322
FR,MC,0.01345
GR,LU,0.00767
GH,VN,0.01722
AZ,US,0.00301
BJ,NL,0.00625
MK,US,0.00251
DE,SN,0.00285
ME,RS,0.07197
CR,MX,0.01382
BD,FR,0.00212
AU,GM,0.00600
NG,SA,0.00461
CH,VE,0.00438
CY,NL,0.00430
LU,PT,0.00507
BG,CN,0.00168
DE,MG,0.00463
DK,LK,0.00585
BR,GH,0.00357
IT,MT,0.00656
CO,IL,0.00430
CU,VE,0.02783
ZM,ZW,0.04670
TW,ZA,0.00212
HR,SK,0.01399
CO,DK,0.00406
IR,SI,0.00284
CH,QA,0.00396
BG,LT,0.01757
IN,ZM,0.00373
DO,UK,0.00771
CN,MN,0.00637
CA,ZM,0.00390
IL,MY,0.00206
CY,SE,0.00548
IE,UG,0.00649
CO,ZA,0.00547
JP,LB,0.00284
CR,JP,0.00448
FI,MY,0.00237
BR,ID,0.00340
GH,SN,0.02652
CO,FI,0.00495
IE,SK,0.00786
CO,KR,0.00260
ET,UG,0.01289
AR,SA,0.00359
AR,TH,0.00401
AR,EC,0.01530
HU,SA,0.00341
AR,BO,0.02128
MX,NG,0.00432
DE,SD,0.00284
ID,IT,0.00226
NZ,TR,0.00250
ES,PR,0.00703
DE,MK,0.00384
DK,PE,0.00521
DE,KW,0.00284
EE,IL,0.00497
NP,VN,0.02012
BE,ID,0.00433
AR,IE,0.00349
AL,IT,0.00674
IS,PL,0.00520
EG,TH,0.00444
CY,UA,0.01356
UA,ZA,0.00360
GR,UA,0.00323
JP,UG,0.00194
IS,RO,0.01202
HK,MY,0.00402
SE,UY,0.00529
DE,LK,0.00212
BF,TZ,0.02190
NI,SE,0.01383
AM,CN,0.00225
ES,ID,0.00290
BR,PH,0.00451
JP,ZM,0.00354
AT,MY,0.00189
SD,SE,0.00578
GR,IS,0.00684
BR,VN,0.00298
AU,ZW,0.00502
EE,HR,0.01317
CA,ZW,0.00430
NG,RS,0.00908
CH,LV,0.00609
LY,MY,0.01510
AU,GE,0.00308
MW,SE,0.00472
CG,UG,0.02923
BE,GE,0.00470
CG,ZA,0.01334
AT,TN,0.00424
HR,RO,0.00758
BG,SI,0.00918
CM,IN,0.00248
IT,UY,0.00315
US,YE,0.00288
SA,SG,0.00330
JP,NG,0.00134
GH,IT,0.00227
HK,NO,0.00321
BO,UK,0.00427
CO,CU,0.01672
AZ,RU,0.00981
BY,FR,0.00317
MX,SI,0.00475
CA,PA,0.00604
FR,TG,0.00842
AU,CR,0.00504
EG,HU,0.00386
CU,PT,0.00479
AE,JP,0.00306
BE,MW,0.00564
IE,LT,0.00863
IN,RS,0.00202
EG,MX,0.00355
IN,SK,0.00226
BG,RS,0.01190
DK,EG,0.00234
BD,BE,0.00380
CH,SD,0.00506
BY,UA,0.01343
CO,TH,0.00670
ET,IL,0.00422
BR,EE,0.00296
AT,CY,0.00627
GM,NG,0.01837
CH,MA,0.00259
CZ,TH,0.00344
TW,VN,0.00439
BO,EC,0.08036
CN,KH,0.00372
GR,PK,0.00271
CH,GM,0.00611
AM,TW,0.00560
KR,UZ,0.00504
DE,MD,0.00683
NE,UK,0.00497
GA,ZA,0.01403
CU,IN,0.00272
AE,OM,0.03540
MW,NO,0.00676
AR,SI,0.00496
FR,SY,0.00495
BJ,CA,0.00444
CR,IT,0.00383
BG,NO,0.00413
AU,LB,0.00303
GR,LV,0.00987
RO,UA,0.00515
IR,NO,0.00117
IN,KW,0.00337
NA,UK,0.00503
CA,GE,0.00251
CO,PA,0.03229
AE,IN,0.00293
IS,SG,0.00862
BH,US,0.00283
BJ,CM,0.03364
LT,SI,0.01283
LV,PT,0.00681
HU,SG,0.00336
DE,NA,0.00547
CZ,PK,0.00351
RU,VN,0.00331
AR,SG,0.00338
LU,SI,0.01302
AR,CR,0.01316
BO,ES,0.00721
DE,OM,0.00276
DO,PE,0.07488
BE,MA,0.00338
ML,SE,0.00685
CA,CR,0.00410
AM,TR,0.00559
BE,GA,0.00963
IR,TW,0.00108
CZ,SG,0.00302
ID,TW,0.00456
GH,TH,0.00768
AO,US,0.00373
CM,GH,0.01666
GH,ML,0.03096
GW,UK,0.00623
BA,SI,0.01751
ET,GH,0.01329
FI,UG,0.00415
BD,GH,0.01368
CO,PL,0.00308
GH,GM,0.03014
CM,SE,0.00350
CU,JP,0.00256
GQ,US,0.00597
AT,HK,0.00254
BG,SK,0.01207
GR,MY,0.00194
HR,MX,0.00490
FR,GN,0.01008
KR,RO,0.00157
GD,US,0.00704
BA,DE,0.00270
IR,RS,0.00305
GE,IN,0.00228
BG,HR,0.00947
EE,RS,0.01293
JP,VE,0.00251
EG,KE,0.00520
CY,CZ,0.00916
DK,ZM,0.00621
KR,SI,0.00181
EE,NZ,0.00676
BF,GM,0.04329
BN,MY,0.02288
BE,BY,0.00562
SL,UK,0.00632
GT,MX,0.01992
CN,SK,0.00170
DO,MX,0.02764
KE,PT,0.00236
BR,TN,0.00262
BG,UA,0.00676
AM,CZ,0.00739
AT,GE,0.00468
MA,TN,0.01135
BF,NG,0.01300
SD,UG,0.01905
SE,ZM,0.00481
EC,IT,0.00385
IE,LU,0.00793
BA,US,0.00162
MA,NL,0.00200
CH,CR,0.00505
FR,MZ,0.00355
IE,IR,0.00143
HR,IL,0.00324
MR,SN,0.13435
CA,OM,0.00339
ES,PH,0.00329
HK,PT,0.00197
GA,GH,0.03450
BO,DE,0.00398
DE,KZ,0.00304
DZ,MA,0.01539
NO,PE,0.00496
CY,EE,0.01950
MZ,NL,0.00457
BE,PH,0.00492
PK,TW,0.00228
GR,HK,0.00285
BD,NO,0.00410
QA,TN,0.01430
KW,QA,0.02451
RW,ZM,0.04730
GT,UK,0.00435
AM,IL,0.00474
AT,LI,0.02650
IE,TH,0.00311
PH,ZA,0.00716
EG,SD,0.01123
GH,MY,0.00560
DE,ZM,0.00223
BR,ET,0.00237
SY,UK,0.00330
AM,DK,0.00447
MW,ZW,0.03249
NO,TH,0.00230
HR,UA,0.00613
PK,RO,0.00429
IT,MW,0.00253
BE,LV,0.00681
AT,LV,0.00749
LT,TR,0.00528
CY,TR,0.00623
CN,IS,0.00191
AU,BF,0.00350
DE,MT,0.00404
LT,RS,0.01497
IN,TN,0.00177
EG,TW,0.00226
FR,LA,0.00701
NO,NP,0.00596
IL,LT,0.00497
DK,ID,0.00383
KZ,UK,0.00280
AM,PT,0.00373
RO,TW,0.00261
AE,CH,0.00377
AT,TZ,0.00345
PE,PT,0.00355
OM,PK,0.01209
PY,US,0.00427
GE,JP,0.00203
IR,TH,0.00155
KE,SG,0.00424
PL,SA,0.00147
HK,SA,0.00346
AU,ML,0.00455
ET,PK,0.00597
AE,ES,0.00311
IN,MZ,0.00353
FI,PK,0.00233
BF,UG,0.01611
CO,RU,0.00254
CN,CR,0.00277
CN,LT,0.00182
SA,SY,0.01379
IT,MZ,0.00344
BR,BY,0.00377
IE,MW,0.00778
BE,ML,0.00696
CZ,MY,0.00225
DE,ML,0.00286
JP,KZ,0.00372
AU,ZM,0.00336
LU,ZA,0.00607
MA,TR,0.00349
BJ,SN,0.03761
GW,SE,0.01234
CR,PA,0.06157
SD,ZA,0.00778
EG,ID,0.00664
CY,DK,0.00524
KE,PE,0.00988
IE,PK,0.00301
ES,QA,0.00256
JP,LU,0.00221
EC,NL,0.00432
LY,SA,0.01361
ES,GA,0.00548
TH,TR,0.00210
CG,DE,0.00304
EC,JP,0.00350
BR,CM,0.00281
AU,CI,0.00504
BD,BR,0.00231
FJ,NZ,0.02658
BY,FI,0.00662
NL,ZW,0.00389
AM,RO,0.00896
LV,NO,0.00809
AE,AT,0.00512
CN,VE,0.00188
BG,KR,0.00193
AR,PY,0.03111
EG,ZA,0.00255
CA,PR,0.00454
IN,KZ,0.00375
AU,UY,0.00320
SZ,UK,0.00630
CM,ML,0.02950
BR,IS,0.00304
CN,SD,0.00238
AT,VN,0.00337
IN,MM,0.00650
IS,PT,0.00365
ET,JP,0.00159
LS,US,0.00551
UK,YE,0.00357
HU,IR,0.00141
CN,LB,0.00175
AZ,DE,0.00335
EG,LY,0.01520
HK,PL,0.00193
LT,UA,0.00835
EE,IS,0.01449
BE,CR,0.00586
CO,PR,0.02401
RS,SK,0.01107
ET,TZ,0.00942
MX,PR,0.01252
CA,JO,0.00273
AU,VU,0.01541
UY,VE,0.02197
BH,EG,0.01828
NL,UY,0.00302
CY,IE,0.00776
CO,TR,0.00318
IT,ML,0.00342
AR,HN,0.03195
GM,TZ,0.02138
LB,ZA,0.00540
CI,ZA,0.01056
GM,IT,0.00333
IL,SA,0.00159
KR,NP,0.00292
FR,MT,0.00446
EE,MX,0.00518
AU,VE,0.00260
HK,NZ,0.00350
AO,BR,0.00956
AR,UG,0.00476
JP,LT,0.00205
BR,LB,0.00278
AR,PK,0.00298
BF,GA,0.04405
NL,SR,0.01405
CA,JM,0.00477
IT,SN,0.00242
CY,FI,0.00601
CO,UY,0.01445
BJ,CI,0.05537
NO,SD,0.00632
AR,MY,0.00224
DO,VE,0.06783
SA,SI,0.00370
BR,SN,0.00348
HR,NZ,0.00454
ES,GM,0.00427
CI,KE,0.01922
DK,ZW,0.00603
BD,SA,0.00484
MG,SN,0.04376
MY,NO,0.00157
AR,PR,0.01371
DE,GM,0.00262
CH,NE,0.00807
TG,US,0.00310
FR,PA,0.00419
BY,CA,0.00265
IN,PA,0.00440
LT,RO,0.00886
CI,GH,0.02886
ES,GH,0.00221
GE,SE,0.00300
MK,RS,0.02342
EG,IE,0.00281
AR,GT,0.01837
CH,EC,0.00445
CA,LT,0.00203
BO,CO,0.02540
LK,MY,0.00530
AE,SE,0.00343
AU,CY,0.00280
DE,DZ,0.00162
BY,ES,0.00297
GE,TR,0.00408
BF,MW,0.02305
EG,TN,0.00547
BB,UK,0.00532
NL,ZM,0.00298
IL,TH,0.00174
GQ,UK,0.00722
MY,PL,0.00116
BA,UK,0.00196
HR,LT,0.01097
BE,BO,0.00808
DE,MN,0.00383
HN,MX,0.02735
AM,GR,0.00450
GA,KE,0.01915
ML,ZA,0.00894
AU,KW,0.00309
IR,SG,0.00126
PK,ZM,0.00907
OM,QA,0.02182
MM,UK,0.00404
AF,PK,0.02291
HR,KR,0.00163
LY,SD,0.04341
AE,ZA,0.00598
AR,RO,0.00321
BG,NZ,0.00444
CM,GA,0.03062
ID,NZ,0.00532
AM,MX,0.00565
AM,AU,0.00226
IL,IS,0.00409
AT,GA,0.00795
ID,PT,0.00266
NZ,SA,0.00235
BG,MX,0.00404
LB,TR,0.00422
CM,DK,0.00357
SV,US,0.00416
CA,LK,0.00197
KR,TZ,0.00181
BW,MX,0.01247
CM,NL,0.00202
CA,ML,0.00321
BR,PY,0.01071
IN,LB,0.00174
CH,LI,0.01436
GT,KE,0.02374
GL,SE,0.01072
HR,IR,0.00197
CL,UA,0.00303
IQ,IR,0.00423
AE,DZ,0.01937
BE,TN,0.00257
CZ,EG,0.00244
PT,TZ,0.00220
KE,MX,0.00316
IN,SN,0.00217
LR,US,0.00447
SN,TZ,0.01360
DO,IN,0.00666
CH,UY,0.00308
AE,QA,0.01658
IR,RO,0.00149
LT,TW,0.00412
LT,SK,0.01306
FI,PH,0.00504
AM,BE,0.00322
BY,CH,0.00317
GT,PK,0.01790
IN,MW,0.00202
CO,MY,0.00344
EG,JO,0.00848
ES,MW,0.00252
CN,TZ,0.00108
CN,KZ,0.00256
CG,NL,0.00401
GM,SE,0.00467
KH,PH,0.03079
LK,NL,0.00216
AT,ET,0.00271
AM,IE,0.00548
PK,SG,0.00263
EE,RO,0.00634
HK,HU,0.00303
BR,LU,0.00257
LB,NZ,0.00585
BE,ZW,0.00488
BF,NO,0.00523
DZ,TN,0.01299
EG,NZ,0.00260
GM,MW,0.02887
CU,FI,0.00467
CV,PT,0.01632
CO,KE,0.00606
ID,KH,0.02218
BR,QA,0.00236
AU,EC,0.00355
BF,TH,0.00813
TW,UA,0.00192
CR,NL,0.00336
SE,ZW,0.00408
GE,PT,0.00282
NP,ZA,0.00537
CY,RU,0.00366
NG,NZ,0.00302
RO,ZA,0.00243
SE,SN,0.00339
VE,ZA,0.00506
CA,GL,0.00718
GT,IN,0.00480
CI,SN,0.03538
BD,PH,0.01332
HU,TH,0.00254
GE,IL,0.00359
EE,TR,0.00336
NP,PK,0.00738
CA,LV,0.00297
AT,ID,0.00303
BY,DK,0.00448
DE,RW,0.00259
EC,VE,0.02592
BG,LV,0.01676
NE,SN,0.05137
IN,IS,0.00179
DK,PH,0.00414
GE,UA,0.00678
ES,PA,0.00481
BA,IT,0.00235
BB,US,0.00301
AE,LB,0.01587
BG,TW,0.00260
CU,DO,0.05622
CM,UG,0.00913
ES,KZ,0.00358
HN,PE,0.06101
MU,US,0.00320
IT,KZ,0.00279
LB,QA,0.01305
CA,SY,0.00353
SK,UA,0.00565
MK,UK,0.00208
PT,VE,0.00291
AU,PA,0.00437
SZ,ZA,0.01857
AM,IN,0.00160
IT,LK,0.00160
BO,MX,0.01148
DE,PR,0.00255
EC,NI,0.07286
JP,SD,0.00217
NZ,TZ,0.00408
NL,TN,0.00157
BE,VE,0.00323
FR,OM,0.00223
IE,IS,0.00527
CZ,SA,0.00191
NL,SN,0.00247
CG,CM,0.02404
IR,UA,0.00131
BR,LT,0.00235
CZ,MA,0.00372
BJ,TZ,0.01729
CO,NO,0.00267
CN,NP,0.00152
LB,RU,0.00276
IL,SK,0.00299
CA,NA,0.00485
NZ,QA,0.00527
FR,KZ,0.00273
DZ,SA,0.00571
NG,PK,0.00311
MD,RU,0.00992
BG,EE,0.00812
FR,JO,0.00202
LK,PK,0.00611
LA,VN,0.03447
AU,CU,0.00215
EG,YE,0.01436
JO,MY,0.00596
CZ,LV,0.00832
FR,HT,0.00521
GM,TH,0.01013
MN,UK,0.00306
DE,IQ,0.00180
BR,PR,0.00466
AU,LV,0.00322
CM,TZ,0.00960
NA,NL,0.00568
EG,MA,0.00437
JP,QA,0.00155
IN,KH,0.00291
AL,US,0.00188
KR,MN,0.00560
FJ,UK,0.00426
NO,VN,0.00295
IN,UY,0.00200
ML,NG,0.01226
IS,RU,0.00284
JP,TN,0.00127
BO,NL,0.00424
CL,CR,0.00848
UA,UZ,0.00946
HU,IS,0.00510
CN,ET,0.00094
KE,KH,0.01331
AT,BF,0.00392
NE,NG,0.01819
BG,CY,0.01082
BB,CA,0.00631
HK,MX,0.00239
BO,CL,0.01246
HU,LV,0.00810
ES,GQ,0.01023
TN,TR,0.00268
AU,CG,0.00343
AT,MN,0.00822
PL,VN,0.00215
AR,ZM,0.00652
CG,GH,0.02084
HK,RU,0.00134
BR,HN,0.01002
KE,NA,0.02120
GL,US,0.00271
SN,TH,0.00680
GM,SN,0.02667
EG,OM,0.00801
IR,NG,0.00129
ID,TR,0.00287
BR,GT,0.00576
ML,NL,0.00322
HK,IE,0.00248
CH,LA,0.00703
CH,GA,0.00443
BW,NO,0.00765
AU,SD,0.00247
AM,UA,0.00597
BN,UK,0.00363
RS,UA,0.00465
BO,SE,0.00541
BR,LV,0.00341
CL,HN,0.02573
DK,ML,0.00531
JP,UZ,0.00233
CN,DO,0.00473
CA,DZ,0.00177
BA,SE,0.00348
GN,UK,0.00471
MW,NA,0.04137
LK,ZA,0.00411
DK,MZ,0.00502
MG,ZA,0.00857
CY,LT,0.01588
CH,RW,0.00415
AZ,IR,0.00548
KH,KR,0.00347
BD,UG,0.00693
MZ,UG,0.01481
GT,ZM,0.04468
AT,BY,0.00390
EG,NG,0.00285
HK,ZA,0.00212
LI,US,0.00396
BJ,GH,0.01895
BF,IN,0.00191
PE,UG,0.00839
